id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
3089;0;0;0,013602;0,04;475000;1;0;1;1,076923;1;0;0
3090;1;0;-1;0;0;0;2;0;4;15;0;0
3091;0;0;0;0,4;1111000;0;0;0;1,428571;3;0;0
3092;1;1;0,010202;0,25;1261469;1;0;0;0,615385;-5;0;0
3093;0;0;0;0;230687;0;0;1;2;10;0;0
3094;1;0;-1;0;0;0;2;0;1,25;2;0;0
3095;0;0;0;0;63000;0;0;0;1,5;5;0;0
3096;0;0;0;0,033333;260500;0;0;1;3;10;0;0
3097;0;0;0,071119;2;185000;0;0;0;1,272727;3;0;0
3098;0;0;0;0;329212;0;0;0;0,384615;-8;0;0
3099;0;0;0;0;35000;0;0;1;3,333333;14;0;0
3100;0;0;0;0;3251110;0;1;0;1,538462;7;0;0
3101;0;0;0;0;1225700;0;0;0;1,636364;7;0;0
3102;0;3;0,070647;0,130435;573400;1;0;1;0,5;-10;0;0
3103;0;0;0,083034;0,555556;95828;1;0;0;1;0;0;0
3104;0;0;0;0;354000;0;0;1;1,9;9;0;0
3105;0;0;0;0;584300;0;0;0;1,176471;3;0;4
3106;0;0;-1;-1;0;0;0;0;1,272727;3;0;0
3107;1;3;0;0,294118;5000;-1;0;1;1,5;5;0;0
3108;0;0;0;0;305000;0;0;0;2,25;10;0;0
3109;0;2;0;0,142857;765000;0;0;1;1,428571;6;0;0
3110;0;0;0,00072;0,285714;8163626;0;0;0;1;0;0;0
3111;0;0;0;0;2173530;0;0;1;1;0;0;0
3112;0;0;0;0;147965;0;0;1;0,8;-2;0;0
3113;1;0;0;0;233689;0;0;0;1,538462;7;0;0
3114;1;1;-1;1;0;1;2;0;1;0;0;0
3115;0;5;0,034247;0,222222;964484;1;0;1;0,875;-2;0;0
3116;0;0;0;0,333333;1226405;1;2;0;0,588235;-7;0;0
3117;1;0;0;1;212000;0;0;0;1,1;1;0;0
3118;0;0;0;0;190300;0;1;0;0,666667;-5;0;0
3119;0;0;0;0;2000;0;0;1;4;15;0;0
3120;0;0;0;0;132800;0;0;1;1;0;0;0
3121;0;0;0;0,052632;1604001;0;0;1;1,818182;9;0;0
3122;0;1;0,242556;0,25;124000;0;0;0;0,7;-3;0;0
3123;0;0;0;0;15000;0;0;0;0,705882;-5;0;0
3124;0;9;0;1,285714;5000;0;2;0;0,789474;-4;0;0
3125;0;1;-1;1;0;0;3;0;1,428571;6;0;0
3126;0;1;0,016286;0,117647;609064;0;0;1;4;15;0;0
3127;0;0;0,035458;0,4;365196;0;0;0;0,9375;-1;0;0
3128;0;0;0;0;649000;0;0;1;2;10;0;0
3129;0;0;0;0;320802;0;0;0;4;15;0;0
3130;0;0;0;0;1220195;0;0;0;1,666667;8;0;0
3131;0;0;0;0;215365;0;0;1;1,538462;7;0;0
3132;0;0;0;-1;1151361;0;0;0;1,818182;9;0;0
3133;0;0;0;0;89000;0;0;1;0,5;-5;0;1
3134;0;0;0;0;305130;0;0;0;2,4;7;0;0
3135;0;0;-1;-1;0;0;0;0;1,5;5;0;0
3136;0;0;0;0;1063000;0;0;1;1,25;2;0;0
3137;0;0;0,016551;1,571429;212188;0;0;1;4;15;0;0
3138;0;0;0;0;7000;0;0;0;1,875;7;0;0
3139;0;0;0;0,2;527789;0;0;1;1,428571;3;0;0
3140;0;0;0,081524;0,111111;74518;0;0;1;4;15;0;0
3141;0;0;0;0;894800;0;0;0;2;10;0;0
3142;0;0;0,000233;0;116000;0;0;0;1;0;0;0
3143;1;0;0;0;498700;0;0;0;1,076923;1;0;0
3144;1;1;-1;0,5;0;0;2;0;1;0;0;0
3145;0;0;0;0;316805;0;0;1;1,818182;9;0;0
3146;0;3;0,017884;0,5;908238;1;0;1;0,6;-8;0;0
3147;0;0;0,14975;0,193548;224000;0;0;1;2,2;6;0;0
3148;0;0;0;0,041667;402255;0;0;1;1,785714;11;0;0
3149;0;0;0;0,357143;1115308;0;0;0;1;0;0;3
3150;0;0;0;0;1651000;0;0;1;1,307692;4;0;0
3151;0;0;0;0,1;297000;0;0;0;1,5;5;0;0
3152;0;0;0;0;654886;0;0;0;4;15;0;0
3153;1;2;0,176707;0,333333;164000;0;0;0;1,307692;4;0;0
3154;0;0;0;0,25;882400;0;0;1;1,363636;4;0;0
3155;0;0;0;0;73000;0;0;0;1,066667;1;0;0
3156;0;0;0;0;127000;0;0;1;1,076923;1;0;0
3157;0;0;0;0;506580;0;0;1;1,4;2;0;0
3158;1;3;0;1;20000;-1;0;0;0,25;-15;1;0
3159;1;3;1,2625;1,444444;10000;0;0;0;1;0;1;0
3160;0;0;-1;0,5;0;0;0;1;1,428571;3;0;0
3161;0;0;-1;-1;0;0;0;0;2,428571;10;0;0
3162;0;0;0;0,05;464000;0;0;1;0,923077;-1;0;0
3163;0;0;0;0;106200;0;1;0;0,357143;-9;0;0
3164;0;0;0,028442;0;308000;0;0;0;1,071429;1;0;0
3165;0;0;0;0;37500;0;0;0;1,4;2;0;0
3166;0;0;0;0;227300;0;0;0;1;0;0;0
3167;0;0;0;0;844103;0;0;1;2;5;0;0
3168;0;0;0;-1;17500;0;0;0;2,142857;16;0;0
3169;0;0;0,083261;0,454545;144965;0;0;1;2,5;12;0;0
3170;0;0;0;0;26000;0;0;0;1,428571;6;0;0
3171;0;3;0,046779;0,205128;173240;1;0;1;1;0;0;0
3172;0;0;0,004083;0,111111;1017438;0;0;0;1;0;0;0
3173;0;0;0;0;246565;0;0;0;1;0;0;0
3174;1;0;0;0;199992;0;0;0;2,857143;13;0;0
3175;0;0;0;0;42000;0;0;1;1;0;0;0
3176;1;0;0;0;553372;0;0;0;1,25;2;0;0
3177;0;0;0;0;256000;0;0;1;2,222222;11;0;0
3178;0;0;0;0;1065696;0;0;1;1,4;2;0;0
3179;0;0;0;0,0625;3082920;0;0;1;1,444444;4;0;0
3180;1;1;0,01627;0,076923;1081765;1;0;1;1;0;0;0
3181;0;2;0;2;34460;0;3;0;0,5;-10;0;0
3182;0;3;0,088084;0,384615;301826;1;0;1;1;0;0;0
3183;0;0;0;0;479010;0;0;0;1;0;0;0
3184;1;2;0;0,26087;129000;0;0;1;1;0;0;0
3185;1;1;-1;1;0;1;2;0;1,222222;2;0;0
3186;0;0;0,117926;0,026316;174288;0;0;1;4;15;0;0
3187;0;0;-1;0,333333;0;0;0;0;3,2;11;0;0
3188;0;0;0;0;3500;0;0;0;1;0;0;0
3189;0;2;-1;2;0;1;3;0;1;0;0;0
3190;0;5;0,067224;0,25;573500;0;0;0;0,375;-10;0;0
3191;0;1;-1;0,5;0;1;1;0;2;10;0;0
3192;0;0;0;0,111111;272187;0;1;1;1,428571;6;0;0
3193;0;0;0;-1;25250;0;0;0;1,666667;4;0;0
3194;1;4;0;1;5000;0;1;0;0,777778;-2;0;0
3195;0;0;0;0,055556;136000;0;0;1;4;15;0;0
3196;1;1;0,686813;0,166667;48000;0;0;1;1,076923;1;0;0
3197;0;0;0;1;40814;0;0;0;0,625;-3;0;0
3198;0;0;-1;0;0;0;1;0;0,625;-3;0;0
3199;0;0;0;0;57000;0;1;0;1,875;7;0;0
3200;0;2;-1;0,4;0;0;0;1;2;10;0;0
3201;0;1;0;0,1;16500;0;0;1;1,461538;6;0;0
3202;0;0;0;0;104957;0;0;1;0,4;-12;0;0
3203;0;0;0,023638;0;361332;1;0;0;1,153846;2;0;0
3204;0;0;0;0;115000;0;0;0;2;5;0;0
3205;1;3;0;0,384615;160423;-1;0;1;1;0;0;0
3206;0;0;0;0;1058510;0;0;1;1;0;0;0
3207;0;0;0;0;951530;0;0;1;1;0;0;0
3208;0;0;0;0;47000;0;0;1;1,583333;7;0;0
3209;1;0;0,004561;0,25;2062019;1;0;0;0,846154;-2;1;0
3210;0;0;0;0;887890;0;0;0;1,333333;3;0;0
3211;0;-1;0,025367;0,133333;371433;0;0;0;1,111111;2;0;0
3212;0;0;0;0;5000;0;1;0;1,818182;9;0;0
3213;0;0;0,006959;0;49000;0;0;0;0,769231;-3;0;0
3214;0;0;0;0;87000;0;0;0;0,6;-12;0;0
3215;0;0;0;0;1207241;0;0;0;1,176471;3;0;0
3216;0;0;0,078109;1,333333;224903;0;0;0;2,8;9;0;0
3217;1;8;0,092894;0,666667;208000;0;0;0;1,538462;7;0;0
3218;0;0;0;0;4000;0;0;0;1;0;0;0
3219;1;6;0;1;25000;0;0;0;0,714286;-4;0;0
3220;0;0;0;0;281331;0;0;0;1,117647;2;0;0
3221;0;0;0,042287;0,647059;598551;0;0;0;3,4;12;0;0
3222;0;0;0,000008;0,142857;256500;0;0;0;1,307692;4;0;0
3223;0;0;0;0;41399;0;0;1;2,571429;11;0;0
3224;0;0;0,016558;0,058824;1023000;0;0;1;2,5;12;0;0
3225;0;0;0;0;7000;0;0;0;2,142857;8;0;0
3226;0;0;0;0;13000;0;0;1;4;15;0;0
3227;1;0;0,01567;0,230769;125141;1;0;1;1,25;4;0;1
3228;0;0;0;0,111111;38071;0;0;1;1,428571;6;0;0
3229;0;1;0;0,24;462855;0;0;0;1,25;4;0;1
3230;0;0;-1;1;0;0;0;0;2,333333;8;0;0
3231;1;1;0;1;87965;0;0;1;0,833333;-2;0;0
3232;0;0;0;0,166667;2642000;0;0;0;1;0;0;0
3233;0;0;0;0,083333;35000;0;0;1;2,111111;10;0;0
3234;0;0;0;0;17000;0;0;0;1,857143;6;0;0
3235;0;0;0,04138;0,444444;127500;0;0;0;1,153846;2;0;0
3236;0;0;0;0;4000;0;1;0;1,1;1;0;0
3237;0;0;0;0;54000;0;0;1;1;0;0;0
3238;0;0;0;0,272727;485674;-1;0;1;1;0;1;0
3239;1;2;0,162;0,25;40000;1;1;0;0,5;-5;0;1
3240;0;0;0;0,333333;2000;0;0;0;2,8;9;0;0
3241;0;0;0;0;2500;0;1;0;1,625;5;0;0
3242;0;0;0;0,9;65000;0;0;1;1;0;0;0
3243;0;3;0,018593;0,785714;328181;0;0;1;1,076923;1;0;0
3244;0;0;0;0;898023;0;0;1;2;7;0;0
3245;1;2;0;1;4000;0;0;0;1,1;1;0;0
3246;0;0;0,023237;0,0625;713940;0;0;1;1,416667;5;0;0
3247;0;-1;0;0;74100;-1;0;0;1;0;0;0
3248;0;0;0;0;98800;0;0;1;0,866667;-2;0;0
3249;0;0;0;0;5000;0;2;0;2;10;0;0
3250;0;0;0;0;787500;0;0;0;1,25;4;0;0
3251;1;2;0,160498;0,285714;87864;1;0;0;1,357143;5;0;0
3252;0;0;0;0;384716;0;0;1;1,538462;7;0;0
3253;0;0;0;0;15000;0;0;1;4;15;0;0
3254;0;0;-1;0;0;0;0;0;4;15;0;0
3255;0;0;0;0,5;249100;0;0;0;2;10;0;0
3256;0;0;0,020749;0;531165;0;0;1;1,2;2;0;0
3257;0;0;0,068763;0;228000;0;0;1;0,642857;-5;0;0
3258;1;2;0,083401;0,136364;270500;1;0;1;2,857143;13;0;0
3259;0;0;0;0;30421;0;3;0;1;0;1;0
3260;1;4;0;0,185185;266584;-1;0;0;1;0;0;0
3261;0;0;0;0,037037;331520;0;0;1;1;0;0;0
3262;1;2;0;1;3000;0;0;0;1;0;0;0
3263;1;0;0,001483;0,037037;2132281;0;0;1;1;0;0;0
3264;0;4;0;0,555556;16500;0;0;0;0,545455;-5;1;0
3265;0;0;0;0,0625;1696654;0;0;1;1;0;0;0
3266;0;0;0;0;95150;0;0;0;1,928571;13;0;0
3267;0;0;0;0;90500;0;0;0;1,176471;3;0;0
3268;0;0;0;1,5;113200;-1;0;0;0,454545;-6;0;0
3269;0;0;0,070932;0,25;103000;0;0;0;1;0;0;0
3270;0;0;0,151103;0,081633;458000;0;0;1;1;0;0;0
3271;0;0;0,000902;0,035714;1108598;1;0;1;6;25;0;0
3272;1;0;0;0;3028638;0;0;0;2;7;0;0
3273;0;0;0;0;455000;0;0;0;1,428571;6;0;0
3274;0;0;0;0;377026;0;0;1;1,176471;3;0;0
3275;1;0;0;0;7000;0;2;0;1,176471;3;0;0
3276;0;0;0;0;457412;0;0;1;2,4;7;0;0
3277;0;0;0,000098;0;1125470;1;0;0;1;0;0;0
3278;0;0;0;0;227001;0;0;0;2,857143;13;0;0
3279;0;0;0;0;5000;0;0;0;2,5;9;0;0
3280;0;0;0;0;782000;0;0;1;0,5;-5;0;0
3281;0;0;0;0;29000;0;0;0;1,2;2;0;0
3282;0;0;0;0,166667;319241;0;-89;0;1;0;0;0
3283;0;0;-1;10;0;0;0;0;1;0;0;0
3284;1;3;0;0,571429;19000;0;0;1;0,7;-3;0;0
3285;1;1;-1;1;0;0;2;0;1,111111;1;0;0
3286;0;0;-1;0;0;0;0;1;1;0;0;0
3287;0;0;-1;0;0;0;2;0;1,166667;2;0;0
3288;0;0;0;0;94405;0;0;0;1,538462;7;0;0
3289;0;0;0;0;17000;0;0;1;4;15;0;0
3290;1;0;-1;0;0;0;0;0;2,25;15;0;0
3291;0;0;0;0,020833;3216000;0;0;0;1;0;0;0
3292;0;0;0;0;75000;0;0;0;1,166667;1;0;0
3293;1;1;-1;1;0;0;2;0;4;15;0;0
3294;0;0;0;0;95500;0;0;0;1,666667;8;0;0
3295;1;0;0;0;90931;0;0;0;1,538462;7;0;0
3296;0;0;0,053448;0,5;400800;0;0;0;1,285714;4;0;0
3297;0;3;0,068466;0,4;398404;0;0;0;1;0;0;0
3298;0;0;0,174033;0;30000;0;0;1;3,4;12;0;0
3299;0;0;0;0;14100;0;0;0;2,142857;8;0;0
3300;1;0;0,037186;0;9681;0;0;1;1,428571;3;0;0
3301;0;0;0;0;4000;0;1;0;0,857143;-2;0;0
3302;1;0;-1;0;0;0;3;0;1,052632;1;0;0
3303;1;0;0,016974;0,1;350648;0;0;0;1,6;6;0;0
3304;0;0;-1;0,666667;0;0;0;0;2;10;0;0
3305;0;0;0;0;1131096;0;0;0;1;0;0;0
3306;1;1;0,023708;0,066667;460984;0;0;1;0,714286;-4;0;0
3307;0;0;0;0,071429;84000;0;0;1;1,833333;5;0;0
3308;0;0;0,039773;0,064516;88000;1;0;0;1,176471;3;0;0
3309;0;0;0,000181;0,090909;60800;0;0;1;1,333333;4;0;0
3310;0;0;0;0,25;217920;0;0;0;2;8;0;0
3311;0;0;0,009146;0;444000;0;0;0;1,176471;3;0;0
3312;1;0;-1;0;0;0;0;1;1,714286;5;0;0
3313;0;0;0,045203;0;55262;0;0;1;2;10;0;0
3314;0;0;0;0;106000;0;0;0;1;0;0;0
3315;1;0;0;0;128817;0;0;1;0,538462;-12;0;0
3316;0;0;0;0;598021;0;0;1;0,9;-3;0;0
3317;0;0;0;0;296293;0;0;0;1,428571;6;0;0
3318;0;0;0;0;69500;0;0;0;2,5;12;0;0
3319;0;0;0;0,666667;215000;0;0;0;1,4;2;0;0
3320;0;0;0;0;365420;0;0;1;1,625;5;0;0
3321;0;0;0;0,142857;3000;0;0;0;1,25;4;0;0
3322;0;0;0,001464;1,2;25959;0;0;1;1;0;0;0
3323;0;0;0,000556;0;364900;0;0;1;2,142857;8;0;0
3324;0;0;-1;-1;0;0;0;0;4;15;0;0
3325;0;1;0,02836;0,5;345626;0;0;1;1,1;1;0;0
3326;0;0;0;0;30000;0;0;0;0,846154;-2;0;0
3327;0;0;0,014667;0,105263;1174440;0;0;0;1;0;0;0
3328;0;0;0;0;99680;0;0;0;2;10;0;0
3329;0;0;0,036749;0;125420;0;0;0;0,625;-6;0;0
3330;0;0;0;0;35678;0;2;1;1;0;0;0
3331;0;0;0;0;40000;0;0;0;1;0;0;0
3332;0;2;0;0,222222;1117504;0;0;0;1;0;0;0
3333;0;0;0,001055;1,4;1070980;0;0;0;1;0;0;0
3334;1;1;0,05431;0,066667;571884;0;0;1;1;0;0;0
3335;0;0;1,996061;0,2;3300;0;0;1;4;15;0;0
3336;0;-1;0,732889;0,1;9000;0;0;0;4;15;0;0
3337;1;1;-1;0,714286;0;0;0;1;0,333333;-10;0;0
3338;1;0;0,001964;0,2;94200;0;0;0;1;0;0;0
3339;0;0;-1;1;0;0;0;1;3;10;0;0
3340;0;0;-1;0;0;0;1;0;1;0;0;0
3341;0;0;0;0,111111;69000;0;0;0;1,538462;7;0;0
3342;0;0;0;0;178000;0;0;1;2,5;9;0;0
3343;0;0;0,015384;0;369532;1;0;0;1,333333;5;0;0
3344;0;0;0;0;123000;0;0;0;2,857143;13;0;0
3345;0;-1;0;0;156000;-1;0;1;0,9;-1;0;0
3346;0;0;0;0,083333;373900;0;0;1;1,384615;5;0;0
3347;0;0;0;0;12000;0;0;0;0,294118;-12;0;0
3348;0;0;0;0;503000;0;0;0;1,5;5;0;0
3349;1;1;0;0,285714;2000;0;0;0;0,35;-13;0;0
3350;0;0;0;0;630509;0;0;1;0,833333;-2;0;0
3351;0;0;0;0;410641;0;0;1;0,818182;-2;0;0
3352;0;1;0,073827;0,375;474378;1;0;0;2;10;0;0
3353;0;0;-1;0;0;0;0;0;1;0;0;0
3354;0;0;0;0;109644;0;0;0;1,4;4;0;0
3355;0;0;0,053464;0,25;212500;0;0;1;2,571429;11;0;0
3356;1;6;0;0,875;185257;0;0;0;1;0;0;0
3357;0;4;0,373133;0,333333;83000;1;0;0;1;0;0;0
3358;0;0;0;0,058824;180200;0;0;1;1,538462;7;0;0
3359;0;0;0;0,058824;362791;0;0;1;2;10;0;0
3360;0;0;-1;0;0;0;0;0;2;6;0;0
3361;1;1;0,002423;0,3;778315;0;0;1;1;0;0;0
3362;1;0;0;-1;10080;0;0;0;1;0;0;0
3363;1;0;-1;0;0;0;0;0;2;5;0;0
3364;1;2;-1;2;0;0;4;0;1,818182;9;0;0
3365;1;0;0,000015;0;600931;0;0;0;1;0;0;0
3366;0;0;0;0;60190;0;0;1;2;7;0;0
3367;0;0;0;0;186894;0;0;1;1,666667;8;0;0
3368;0;0;-1;0;0;0;0;1;4;15;0;0
3369;0;0;0;0;172678;0;0;0;0,705882;-5;0;0
3370;1;1;0,916667;0,166667;12000;1;0;0;1,538462;7;0;0
3371;0;0;0;0;1151000;0;0;0;0,823529;-3;0;0
3372;1;3;0,212367;0,5;90000;0;0;1;0,666667;-5;0;0
3373;0;0;0;0;1459500;0;0;0;4;15;0;0
3374;0;0;0;0;10000;0;0;1;1,285714;4;0;0
3375;1;0;0;0,272727;141939;0;0;1;2;10;0;0
3376;1;2;0;0,105263;141000;0;0;1;0,538462;-6;0;0
3377;0;0;0,05242;0,117647;273940;0;0;1;0,846154;-2;0;0
3378;0;0;0,000062;0,5;161075;0;0;1;1,333333;4;0;0
3379;0;0;0;0;85000;0;0;1;1;0;0;0
3380;0;0;-1;1;0;0;0;1;1;0;0;0
3381;1;1;0;0,6;175000;-1;0;0;1,153846;2;0;0
3382;1;0;0;0,2;2500;1;0;1;1,714286;5;0;0
3383;0;0;0;0;401253;0;0;1;2,2;6;0;0
3384;0;2;0;0,166667;368459;0;0;1;0,384615;-8;0;0
3385;1;5;0,090318;0,352941;338647;0;0;1;0,75;-5;0;0
3386;0;5;0,711589;0,28;61721;0;-1;1;0,769231;-3;0;0
3387;1;0;0;0;2000;0;0;1;0,909091;-1;0;0
3388;0;0;0;0;314480;0;0;1;0,875;-1;0;0
3389;0;0;0;0;7150962;0;0;1;1;0;0;0
3390;0;0;0;0;20000;0;0;0;1,166667;2;0;0
3391;1;3;0,064063;0,8;305263;2;0;1;0,823529;-3;2;0
3392;0;0;0;0;1916000;0;0;0;1,176471;3;0;0
3393;1;0;0;0;818700;0;0;0;1;0;0;0
3394;1;0;0;0,052632;521298;0;0;0;1,25;4;0;0
3395;0;0;0;0;3000;0;1;0;1,428571;6;0;0
3396;1;1;0,000008;0,222222;356000;0;0;1;1,142857;2;0;0
3397;0;0;0;0;222000;1;0;0;1;0;0;0
3398;0;0;0;0,6;1071423;0;0;1;1,818182;9;0;0
3399;0;0;0,041482;2;85000;0;0;1;2;5;0;0
3400;0;0;0;0;6500;0;0;0;0,846154;-2;0;0
3401;1;0;0;0;55417;0;0;1;0,75;-3;0;0
3402;0;0;0;0,055556;59000;0;0;1;2,5;12;0;0
3403;0;0;0;0;539853;0;0;0;1;0;0;0
3404;1;0;0,176259;0,428571;84960;0;0;1;1,428571;3;0;0
3405;0;0;-1;0,8;0;0;0;1;1,428571;3;0;0
3406;0;2;0,064108;0,142857;243778;1;0;1;1;0;0;0
3407;1;0;0;0;148541;0;0;0;0,75;-5;0;0
3408;8;0;0;0,076923;106500;0;0;1;1,272727;3;0;0
3409;1;0;0;0;61000;0;0;0;3,4;12;0;0
3410;1;0;0,035727;0,047619;264000;0;0;1;0,625;-3;0;0
3411;0;2;0,049764;0,466667;1028362;0;0;1;1,727273;8;0;0
3412;0;4;0;0,285714;33100;0;0;1;0,714286;-4;0;0
3413;0;0;0;0,6;1170400;1;0;0;1;0;4;0
3414;0;0;0;0;66007;0;0;0;1,333333;5;0;0
3415;1;4;0,130508;0,307692;220424;0;-1;0;1,538462;7;0;0
3416;0;0;0;0;1478763;0;0;1;0,294118;-12;0;0
3417;1;0;0;0;1242000;0;0;0;1;0;0;0
3418;0;0;0,007721;0,5;270681;0;0;0;2,222222;11;0;0
3419;0;1;0;0,1;52100;0;0;1;0,769231;-3;0;0
3420;0;0;0;0;14500;0;0;0;1,058824;1;0;0
3421;1;1;0;0,125;303100;0;0;0;2,5;12;0;0
3422;0;0;0;0;15533;0;0;0;1;0;0;0
3423;0;0;0;0;30000;0;1;0;1;0;0;0
3424;0;0;0;0;59290;0;0;0;1,571429;8;0;0
3425;0;0;0;0;6500;0;1;0;1,176471;3;0;0
3426;0;0;-1;0;0;0;0;1;1;0;0;0
3427;0;0;0;0,25;19000;0;0;1;2,6;8;0;0
3428;1;1;0;0,5;792000;0;0;0;1;0;0;0
3429;0;0;0,0135;0,08;548000;0;0;1;3,6;13;0;0
3430;0;0;0,025412;0;284000;0;0;0;1,333333;5;0;0
3431;0;0;0;0;18000;0;0;0;2,4;7;0;0
3432;1;6;-1;6;0;0;8;0;2;10;0;0
3433;1;1;0,043137;0,25;102000;1;0;0;1,384615;5;0;0
3434;1;1;-1;1;0;1;2;0;4;15;0;0
3435;1;2;0,01899;0,8;1674542;0;0;0;1;0;0;0
3436;1;2;0,121289;0,625;209500;1;0;0;0,75;-5;0;0
3437;0;0;0;0;378000;0;0;1;1;0;0;0
3438;1;2;0,009833;0,5;672000;1;0;0;0,384615;-8;0;0
3439;0;0;0,005593;0;564474;0;0;1;1;0;0;0
3440;0;0;-1;0;0;0;0;0;2;10;0;0
3441;1;0;0,01555;0,75;40000;0;0;1;1,7;7;1;0
3442;0;0;0;0;1656634;0;0;0;1;0;0;0
3443;0;0;0,042833;0,153846;144000;0;0;1;1,4;2;0;1
3444;0;0;0,0078;0;5000;0;0;0;4;15;0;0
3445;0;0;0;0;475100;0;0;0;0,466667;-8;0;0
3446;0;0;0;0;10000;0;0;1;2,2;6;0;0
3447;0;2;0,104022;0,166667;90000;1;1;0;1,076923;1;0;0
3448;0;0;0;0,1;838913;1;0;0;1;0;0;0
3449;0;0;0;0;6000;0;1;0;1,538462;7;0;0
3450;0;0;0;0;10000;0;0;0;1;0;0;0
3451;0;0;0;0,052632;257920;0;0;1;4;15;0;0
3452;1;0;0;0;17000;0;0;0;1,4;4;0;0
3453;0;1;0,117458;0,111111;59000;1;0;0;1;0;0;0
3454;0;0;0,002386;0,060606;251500;1;0;0;1,4;4;0;0
3455;1;1;0,069499;0,444444;149600;0;0;0;1,111111;1;0;0
3456;1;0;0;0;31356;0;0;1;1;0;0;0
3457;1;0;0;0;275000;0;0;0;1,272727;3;0;0
3458;1;0;0;-1;364905;0;0;0;1,285714;2;0;0
3459;0;0;0;-1;20000;0;0;1;2;5;0;0
3460;0;0;0;-1;36000;0;0;0;1;0;0;0
3461;1;1;0,10783;0,9;69832;1;0;1;0,7;-3;0;0
3462;0;1;-1;0,2;0;0;0;1;0,714286;-4;0;0
3463;0;0;0;0;1467079;0;0;1;4;15;0;0
3464;0;0;0,068656;0,615385;476185;1;0;1;1,4;4;0;0
3465;0;0;0;0;118659;0;0;1;0,769231;-3;0;0
3466;0;0;0,001311;-1;5008759;0;0;0;2,333333;8;0;0
3467;1;7;0,088904;0,269231;166000;3;0;0;1;0;0;0
3468;1;0;0;0;45000;0;0;0;0,5;-5;0;0
3469;0;0;0;-1;75000;0;0;1;2,8;9;0;0
3470;1;0;0;0,272727;124191;0;0;1;2,2;6;0;0
3471;1;2;-1;1;0;1;0;0;2,222222;11;0;0
3472;1;0;-1;0;0;0;0;0;2,857143;13;0;0
3473;0;0;0;0,363636;548712;0;0;1;1,076923;1;0;0
3474;0;0;0;0;573180;0;0;0;0,823529;-3;0;0
3475;1;1;0;0,5;5000;0;1;1;1;0;0;0
3476;0;0;0;0;1000;0;1;0;0,461538;-7;0;0
3477;0;0;0;0;57000;0;0;0;1,5;5;0;0
3478;0;0;0;0;604006;0;0;0;1;0;0;0
3479;0;0;0;0;5000;0;0;1;1,2;2;0;0
3480;0;0;0;0;3519457;1;0;1;2;5;0;0
3481;0;0;0,012066;0,157895;234549;0;0;1;1,818182;9;0;0
3482;0;0;0;0,4;23000;0;0;0;4;15;0;0
3483;0;0;0;0;1293760;0;0;1;1,538462;7;0;0
3484;0;0;0;0;291000;0;0;0;1;0;0;0
3485;0;0;0;0;427824;0;0;0;1;0;0;1
3486;1;0;0;0;52000;0;0;0;1;0;0;0
3487;1;1;0;0,5;214598;0;0;0;0,615385;-5;0;0
3488;0;0;0;0,25;9000;0;0;0;1;0;0;0
3489;1;2;0,17;0,210526;100000;0;0;1;1,142857;2;0;0
3490;0;0;0;0;35400;0;0;1;1;0;0;0
3491;0;0;0;-1;76000;0;0;0;1;0;0;0
3492;0;0;0;1;263002;0;0;0;1,176471;3;0;0
3493;1;0;0;0;5000;0;1;0;1,666667;8;0;0
3494;0;0;0;0,333333;128750;-1;0;0;1;0;0;0
3495;0;0;0;0;105000;0;0;1;0,8;-4;0;0
3496;0;0;0;0;13000;0;0;0;0,647059;-6;0;0
3497;1;2;0,173872;0,058824;87950;1;0;1;1;0;0;0
3498;0;0;0;0;1163796;0;0;1;1;0;0;0
3499;1;1;0,365008;0,052632;48366;1;0;1;3,75;22;0;0
3500;0;0;0;1;485092;0;0;0;1,714286;10;0;0
3501;0;0;0,135355;0;62000;0;0;1;3;10;0;0
3502;0;0;0;0;845220;0;0;1;1,818182;9;0;0
3503;1;1;-1;1;0;0;3;0;2;5;0;0
3504;0;0;0;0,041667;245848;-1;0;1;1,428571;3;0;0
3505;0;0;0;0;492573;0;0;1;1,176471;3;0;0
3506;0;0;0;0;30000;0;-1;0;1,176471;3;0;0
3507;0;0;0;0;3000;0;2;0;0,8;-2;0;0
3508;1;2;0;0,266667;156100;0;0;0;0,357143;-9;0;0
3509;0;0;0;0;2000;0;0;0;1,071429;1;0;0
3510;1;4;0,32795;1,333333;20000;1;0;0;0,5;-10;0;0
3511;0;0;0;0;93000;0;0;0;4;15;0;0
3512;0;4;0;0,25;2050926;0;0;1;1,384615;5;4;0
3513;0;0;0;0;86814;0;0;0;1;0;0;0
3514;0;0;0;0;1396500;0;0;1;2;5;0;0
3515;0;0;0,014276;0,285714;905907;0;-1;1;0,384615;-8;0;0
3516;0;0;0;0;816660;0;0;1;1;0;0;0
3517;0;0;0;0;828000;0;0;0;1;0;0;0
3518;1;4;0,015248;0,714286;705000;1;0;1;0,714286;-4;0;0
3519;0;0;0;0;3000;0;0;0;1;0;0;0
3520;1;0;0;0,333333;554712;0;0;0;1;0;0;0
3521;0;0;0,075059;0,181818;483500;1;0;0;0,941176;-1;0;0
3522;0;0;0;0;1691274;0;0;1;1;0;0;0
3523;0;0;0;0;1081053;0;0;1;1;0;0;0
